sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate
GU816005,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2010,502,28-Jul-10,25-Jul-16,-,20610710,ERA
AB369104,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2007,491,22-Nov-07,19-Apr-13,-,-,-
DQ866080,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Yulin,2003,2003,2003,455,05-Aug-06,14-Jul-16,Canis familiaris,17588806,GXB03
DQ866081,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Beihai,2005,2005,2005,455,05-Aug-06,14-Jul-16,Felis catus,17588806,GXcat
DQ866088,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Nanning,2002,2002,2002,455,05-Aug-06,14-Jul-16,Canis familiaris,17588806,GX102
DQ866089,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Yulin,2003,2003,2003,455,05-Aug-06,14-Jul-16,Canis familiaris,17588806,GX120
DQ866093,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Nanning,2002,2002,2002,455,05-Aug-06,14-Jul-16,Canis familiaris,17588806,GX201
DQ866099,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Chongzuo,2005,2005,2005,455,05-Aug-06,14-Jul-16,Canis familiaris,17588806,GX506
DQ866100,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Chongzuo,2005,2005,2005,455,05-Aug-06,14-Jul-16,Canis familiaris,17588806,GX508
DQ866101,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Chongzuo,2005,2005,2005,455,05-Aug-06,14-Jul-16,Canis familiaris,17588806,GX509
AY854661,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2005,414,03-Oct-05,26-Jul-16,-,16186241,PV
AY854662,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2005,414,03-Oct-05,26-Jul-16,-,16186241,SADB19
AY034172,AL_Cosmopolitan_Vac,Cosmopolitan Vac,TZA,Tanzania,-,-,-,2001,382,18-Jun-01,19-Dec-01,Crocuta crocuta,11742089,X622
EF555098,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,-,-,-,2007,329,26-May-07,23-Jul-16,Canis familiaris,-,CQQJDN02
EF555099,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,-,-,-,2007,329,26-May-07,23-Jul-16,Canis familiaris,-,CQQJDN03
EF555100,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,-,-,-,2007,329,26-May-07,23-Jul-16,Canis familiaris,-,CQQJDN04
EF555101,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,-,-,-,2007,329,26-May-07,23-Jul-16,Canis familiaris,-,CQQJDN05
EF555107,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,-,-,-,2007,329,26-May-07,23-Jul-16,Bos taurus,-,SDDZCN01
EF555113,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,-,-,-,2007,329,26-May-07,23-Jul-16,Canis familiaris,-,GDzjDN02
EF555116,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,-,-,-,2007,329,26-May-07,23-Jul-16,Canis familiaris,-,GDMMDN48
EF555117,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,-,-,-,2007,329,26-May-07,23-Jul-16,Canis familiaris,-,GDMMDN46
AY561804,AL_Cosmopolitan_Vac2,Cosmopolitan Vac2,MEX,Mexico,Sinaloa,2001,2001,2001,267,10-Mar-04,25-May-05,Mephitis mephitis,15896399,641sinsk01
AY561805,AL_Cosmopolitan_Vac2,Cosmopolitan Vac2,MEX,Mexico,Sinaloa,2001,2001,2001,267,10-Mar-04,25-May-05,Mephitis mephitis,15896399,231sinsk01
AY561806,AL_Cosmopolitan_Vac2,Cosmopolitan Vac2,MEX,Mexico,Durango,2001,2001,2001,267,10-Mar-04,26-Jul-16,Mephitis mephitis,15896399,1535dgosk01
KU055563,AL_Cosmopolitan_Vac,Cosmopolitan Vac,FRA,France,-,1993,1993,1993,211,15-Jul-16,15-Jul-16,-,27380028,93127FRA
KU055577,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CZE,Czechia,-,1994,1994,1994,211,15-Jul-16,15-Jul-16,-,27380028,9508CZE
KU055578,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CZE,Czechia,-,1994,1994,1994,211,15-Jul-16,15-Jul-16,-,27380028,9509CZE
KU055599,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2016,211,15-Jul-16,15-Jul-16,-,27380028,ERA
KU055602,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2016,211,15-Jul-16,15-Jul-16,-,27380028,PV
KU055603,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2016,211,15-Jul-16,15-Jul-16,-,27380028,SAD
