sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate
KX434523,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,1353,25-Apr-17,25-Apr-17,buffalo,-,IGR-R207
KX685267,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,694,16-Jan-17,16-Jan-17,Himalayan Black Bear,-,Rab/NIVEDI/BB
KX685268,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,694,16-Jan-17,16-Jan-17,Hyena,-,Rab/NIVEDI/HY
KX685269,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,694,16-Jan-17,16-Jan-17,Mangoose,-,Rab/NIVEDI/MG
KX685270,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,694,16-Jan-17,16-Jan-17,Sambar deer,-,Rab/NIVEDI/SD
KX954123,AL_Arctic_A,Arctic A,RUS,Russia,-,2016,2016,2016,11851,20-Mar-17,20-Mar-17,Vulpes lagopus,28225771,RUS_FJL_2016_VL
KY002890,AL_Arctic_A,Arctic A,RUS,Russia,Nenets Autonomous Okrug,2008,2008,2008,1209,20-Mar-17,20-Mar-17,Rangifer tarandus (reindeer),28225771,Rus(Nenets)7494rdr_2008
KY002891,AL_Arctic_A,Arctic A,RUS,Russia,Nenets Autonomous Okrug,2008,2008,2008,1209,20-Mar-17,20-Mar-17,Rangifer tarandus (reindeer),28225771,Rus(Nenets)7495rdr_2008
KY002892,AL_Arctic_A,Arctic A,RUS,Russia,Nenets Autonomous Okrug,2008,2008,2008,1209,20-Mar-17,20-Mar-17,Rangifer tarandus (reindeer),28225771,Rus(Nenets)7496rdr_2008
KY002893,AL_Arctic_A,Arctic A,RUS,Russia,Nenets Autonomous Okrug,2008,2008,2008,1209,20-Mar-17,20-Mar-17,Rangifer tarandus (reindeer),28225771,Rus(Nenets)7497rdr_2008
KY002904,AL_Arctic_A,Arctic A,RUS,Russia,Sakha (Yakutia) Republic,2011,2011,2011,1229,20-Mar-17,20-Mar-17,Rangifer tarandus (reindeer),28225771,Rus(Sakha/Yakutia)7985rdr_2011
KY002905,AL_Arctic_A,Arctic A,RUS,Russia,Sakha (Yakutia) Republic,2011,2011,2011,1229,20-Mar-17,20-Mar-17,Vulpes vulpes,28225771,Rus(Sakha/Yakutia)7990af_2011
KY002906,AL_Arctic_A,Arctic A,RUS,Russia,Sakha (Yakutia) Republic,2011,2011,2011,1229,20-Mar-17,20-Mar-17,Vulpes vulpes,28225771,Rus(Sakha/Yakutia)7996af_2011
KY002907,AL_Arctic_A,Arctic A,RUS,Russia,Yamalo-Nenets Autonomous Okrug,2008,2008,2008,1170,20-Mar-17,20-Mar-17,Rangifer tarandus (reindeer),28225771,Rus(YamaloNenets)7555rdr_2008
KY002908,AL_Arctic_A,Arctic A,RUS,Russia,Yamalo-Nenets Autonomous Okrug,2008,2008,2008,1170,20-Mar-17,20-Mar-17,Rangifer tarandus (reindeer),28225771,Rus(YamaloNenets)7556rdr_2008
KY002909,AL_Arctic_A,Arctic A,RUS,Russia,Yamalo-Nenets Autonomous Okrug,2008,2008,2008,1170,20-Mar-17,20-Mar-17,Vulpes vulpes,28225771,Rus(YamaloNenets)7557af_2008
KY002910,AL_Arctic_A,Arctic A,RUS,Russia,Yamalo-Nenets Autonomous Okrug,2006,2006,2006,1170,20-Mar-17,20-Mar-17,Rangifer tarandus (reindeer),28225771,Rus(YamaloNenets)7405rdr_2006
KY175229,AL_Arctic_AL2,Arctic AL2,CHN,China,-,2012,2012,2012,11927,26-Feb-19,26-Feb-19,Canis familiaris,30640911,CXZ1201D
KY175230,AL_Arctic_AL2,Arctic AL2,CHN,China,-,2015,2015,2015,11927,26-Feb-19,26-Feb-19,Homo sapiens,30640911,CXZ1501H
KY595092,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,399,31-Mar-18,31-Mar-18,spotted deer,-,IND/NCDC/25
KY595093,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,399,31-Mar-18,31-Mar-18,spotted deer,-,IND/NCDC/26
KY595094,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,399,31-Mar-18,31-Mar-18,spotted deer,-,IND/NCDC/27
KY595095,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,399,31-Mar-18,31-Mar-18,spotted deer,-,IND/NCDC/28
KY595096,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,399,31-Mar-18,31-Mar-18,spotted deer,-,IND/NCDC/29
KY595097,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,399,31-Mar-18,31-Mar-18,spotted deer,-,IND/NCDC/30
KY595098,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,399,31-Mar-18,31-Mar-18,spotted deer,-,IND/NCDC/31
KY595099,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,399,31-Mar-18,31-Mar-18,spotted deer,-,IND/NCDC/32
KY595100,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,399,31-Mar-18,31-Mar-18,spotted deer,-,IND/NCDC/33
KY595101,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,399,31-Mar-18,31-Mar-18,spotted deer,-,IND/NCDC/34
KY775603,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,11928,24-May-17,24-May-17,nilgai,-,IGU-R201-Nilgai
KY775604,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,11928,24-May-17,24-May-17,mongoose,-,IGU-R202-Mongoose
KY860613,AL_Arctic_AL2,Arctic AL2,RUS,Russia,-,1989,1989,1989,11926,31-Jan-18,31-Jan-18,Canis familiaris,-,RV303
KY912036,AL_Arctic_AL2,Arctic AL2,CHN,China,-,2014,2014,2014,11925,10-May-19,10-May-19,yak,-,CQHy2014Y/China/2014
KY952219,AL_Arctic_AL2,Arctic AL2,CHN,China,-,2014,2014,2014,11928,10-May-19,10-May-19,Canis lupus,-,CQHy2014W/China/2014
KY952220,AL_Arctic_AL2,Arctic AL2,CHN,China,-,2016,2016,2016,11925,10-May-19,10-May-19,Canis familiaris,-,CQHm2016 D/China/2016
KY964322,AL_Arctic_AL2,Arctic AL2,CHN,China,-,2016,2016,2016,11926,10-May-19,10-May-19,Canis familiaris,-,CQHy20106D/China/2016
KY964323,AL_Arctic_AL2,Arctic AL2,CHN,China,-,2016,2016,2016,11925,10-May-19,10-May-19,Homo sapiens,-,CQHm2016H/China/2016
KY982922,AL_Arctic_AL2,Arctic AL2,CHN,China,-,2014,2014,2014,11925,10-May-19,10-May-19,Canis familiaris,-,CQHy2014D150/China/2014
KY982923,AL_Arctic_AL2,Arctic AL2,CHN,China,-,2012,2012,2012,11928,10-May-19,10-May-19,Homo sapiens,-,CQHM2012H/China/2012
KY997452,AL_Arctic_AL2,Arctic AL2,CHN,China,-,2014,2014,2014,11928,10-May-19,10-May-19,Canis familiaris,-,CQHy2014DY/China/2014
LM645015,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11922,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 07.06-1-F
LM645016,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11926,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 14.06-1-F
LM645017,AL_Arctic_A,Arctic A,GRL,Greenland,-,2005,2005,2005,11919,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 21.05-1-F
LM645018,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11925,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 23.06-2-F
LM645019,AL_Arctic_A,Arctic A,GRL,Greenland,-,2010,2010,2010,11916,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 03.10-2-F
LM645020,AL_Arctic_A,Arctic A,GRL,Greenland,-,2007,2007,2007,11895,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 02.07-3-F
LM645021,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11914,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 04.06-3-F
LM645022,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11922,19-Aug-16,19-Aug-16,Canis familiaris,-,Gra 24.06-3-D
LM645023,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11916,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 08.06-3-F
LM645024,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11916,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 10.06-3-F
LM645025,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11902,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 03.06-3-F
LM645026,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11926,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 05.06-3-F
LM645027,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11924,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 25.06-3-F
LM645028,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11897,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 09.06-3-F
LM645029,AL_Arctic_A,Arctic A,GRL,Greenland,-,2007,2007,2007,11924,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 09.07-4-F
LM645030,AL_Arctic_A,Arctic A,GRL,Greenland,-,2007,2007,2007,11926,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 10.07-4-F
LM645031,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11926,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 16.06-4-F
LM645032,AL_Arctic_A,Arctic A,GRL,Greenland,-,2010,2010,2010,11926,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 05.10-5-F
LM645033,AL_Arctic_A,Arctic A,GRL,Greenland,-,2010,2010,2010,11896,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 02.10-5-F
LM645034,AL_Arctic_A,Arctic A,GRL,Greenland,-,2009,2009,2009,11923,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 07.09-6-F
LM645035,AL_Arctic_A,Arctic A,GRL,Greenland,-,2010,2010,2010,11887,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 07.10-6-F
LM645036,AL_Arctic_A,Arctic A,GRL,Greenland,-,2010,2010,2010,11926,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 06.10-6-F
LM645037,AL_Arctic_A,Arctic A,GRL,Greenland,-,2008,2008,2008,11920,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 10.08-6-F
LM645038,AL_Arctic_A,Arctic A,GRL,Greenland,-,2009,2009,2009,11908,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 13.09-6-F
LM645039,AL_Arctic_A,Arctic A,GRL,Greenland,-,2009,2009,2009,11907,19-Aug-16,19-Aug-16,Ovis aries,-,Gra 01.09-7-S
LM645040,AL_Arctic_A,Arctic A,GRL,Greenland,-,2009,2009,2009,11917,19-Aug-16,19-Aug-16,Ovis aries,-,Gra 02.09-7-S
LM645041,AL_Arctic_A,Arctic A,GRL,Greenland,-,2008,2008,2008,11926,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 03.08-7-F
LM645042,AL_Arctic_A,Arctic A,GRL,Greenland,-,2009,2009,2009,11893,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 03.09-7-F
LM645043,AL_Arctic_A,Arctic A,GRL,Greenland,-,2010,2010,2010,11908,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 01.10-7-F
LM645044,AL_Arctic_A,Arctic A,GRL,Greenland,-,2011,2011,2011,11929,19-Aug-16,19-Aug-16,Ovis aries,-,Gra 01.11-7-F
LM645045,AL_Arctic_A,Arctic A,GRL,Greenland,-,2007,2007,2007,11919,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 05.07-7-F
LM645046,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11928,19-Aug-16,19-Aug-16,Felis catus,-,Gra 06.06-7-C
LM645047,AL_Arctic_A,Arctic A,GRL,Greenland,-,2008,2008,2008,11920,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 13.08-7-F
LM645048,AL_Arctic_A,Arctic A,GRL,Greenland,-,2005,2005,2005,11915,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 18.05-7-F
LM645049,AL_Arctic_A,Arctic A,GRL,Greenland,-,2007,2007,2007,11918,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 3a.07-7-F
LM645050,AL_Arctic_A,Arctic A,GRL,Greenland,-,2007,2007,2007,11909,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 3b.07-7-F
LM645051,AL_Arctic_A,Arctic A,GRL,Greenland,-,2007,2007,2007,11919,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 01.06-7-F
LM645052,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11928,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 02.06-7-F
LM645053,AL_Arctic_A,Arctic A,GRL,Greenland,-,2007,2007,2007,11921,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 04.07-7-F
LM645054,AL_Arctic_A,Arctic A,GRL,Greenland,-,2007,2007,2007,11922,19-Aug-16,19-Aug-16,Ovis aries,-,Gra 15.07-7-S
LM645055,AL_Arctic_A,Arctic A,GRL,Greenland,-,2006,2006,2006,11907,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 21.06-7-F
LM645056,AL_Arctic_A,Arctic A,GRL,Greenland,-,2008,2008,2008,11880,19-Aug-16,19-Aug-16,Vulpes vulpes,-,Gra 02.08-7-F
MF144114,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2017,2017,2017,1294,21-Apr-18,21-Apr-18,Melursus ursinus (sloth bear); female,-,RBBEKAN2617
MF375722,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,01/IRV/NCDC
MF375723,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,02/IRV/NCDC
MF375724,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,03/IRV/NCDC
MF375725,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,04/IRV/NCDC
MF375726,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,05/IRV/NCDC
MF375727,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,06/IRV/NCDC
MF375728,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,07/IRV/NCDC
MF375729,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,08/IRV/NCDC
MF375730,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,09/IRV/NCDC
MF375731,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,10/IRV/NCDC
MF375732,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,11/IRV/NCDC
MF375733,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,12/IRV/NCDC
MF375734,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,13/IRV/NCDC
MF375735,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,14/IRV/NCDC
MF375736,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,15/IRV/NCDC
MF375737,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,16/IRV/NCDC
MF375738,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,17/IRV/NCDC
MF375739,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,18/IRV/NCDC
MF375740,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,19/IRV/NCDC
MF375741,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,20/IRV/NCDC
MF375742,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,21/IRV/NCDC
MF375743,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,22/IRV/NCDC
MF375744,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,23/IRV/NCDC
MF375745,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,24/IRV/NCDC
MF375746,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,25/IRV/NCDC
MF375747,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,26/IRV/NCDC
MF375748,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,27/IRV/NCDC
MF375749,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,28/IRV/NCDC
MF375750,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,29/IRV/NCDC
MF375751,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,30/IRV/NCDC
MF375752,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,31/IRV/NCDC
MF375753,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,519,14-May-18,14-May-18,spotted deer,-,32/IRV/NCDC
MF414577,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2015,2015,2015,519,22-May-18,22-May-18,Canis familiaris,-,33/IRV/NCDC
MF414578,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2015,2015,2015,519,22-May-18,22-May-18,Canis familiaris,-,34/IRV/NCDC
MF414579,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,519,22-May-18,22-May-18,buffalo,-,35/IRV/NCDC
MF414580,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,519,22-May-18,22-May-18,Canis familiaris,-,36/IRV/NCDC
MF414581,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,519,22-May-18,22-May-18,Canis familiaris,-,37/IRV/NCDC
MF414582,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,519,22-May-18,22-May-18,Canis familiaris,-,38/IRV/NCDC
MF414583,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,519,22-May-18,22-May-18,Canis familiaris,-,39/IRV/NCDC
MF414584,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,519,22-May-18,22-May-18,Canis familiaris,-,40/IRV/NCDC
MF414585,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2013,2013,2013,519,22-May-18,22-May-18,Canis familiaris,-,41/IRV/NCDC
MF414586,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Bos taurus,-,42/IRV/NCDC
MF414587,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Bos taurus,-,43/IRV/NCDC
MF414588,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Canis familiaris,-,44/IRV/NCDC
MF414589,AL_Arctic_AL1b,Arctic AL1b,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Canis familiaris,-,45/IRV/NCDC
MF414590,AL_Arctic_AL1b,Arctic AL1b,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Canis familiaris,-,46/IRV/NCDC
MF414591,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Canis familiaris,-,47/IRV/NCDC
MF414592,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Canis familiaris,-,48/IRV/NCDC
MF414593,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Canis familiaris,-,49/IRV/NCDC
MF414594,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Canis familiaris,-,50/IRV/NCDC
MF414595,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Canis familiaris,-,51/IRV/NCDC
MF414596,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Canis familiaris,-,52/IRV/NCDC
MF414597,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2014,2014,2014,519,22-May-18,22-May-18,Canis familiaris,-,53/IRV/NCDC
MF474263,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,01/IRV/NCDC
MF474264,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,02/IRV/NCDC
MF474265,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,03/IRV/NCDC
MF474266,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,04/IRV/NCDC
MF474267,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,05/IRV/NCDC
MF474268,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,06/IRV/NCDC
MF474269,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,07/IRV/NCDC
MF474270,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,08/IRV/NCDC
MF474271,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,09/IRV/NCDC
MF474272,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,10/IRV/NCDC
MF474273,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,11/IRV/NCDC
MF474274,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,12/IRV/NCDC
MF474275,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,13/IRV/NCDC
MF474276,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,14/IRV/NCDC
MF474277,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,15/IRV/NCDC
MF474278,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,16/IRV/NCDC
MF474279,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,17/IRV/NCDC
MF474280,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,18/IRV/NCDC
MF474281,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,19/IRV/NCDC
MF474282,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,20/IRV/NCDC
MF474283,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,21/IRV/NCDC
MF474284,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,22/IRV/NCDC
MF474285,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,23/IRV/NCDC
MF474286,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,24/IRV/NCDC
MF474287,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,25/IRV/NCDC
MF474288,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,26/IRV/NCDC
MF474289,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,27/IRV/NCDC
MF474290,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,28/IRV/NCDC
MF474291,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,29/IRV/NCDC
MF474292,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,30/IRV/NCDC
MF474293,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,31/IRV/NCDC
MF474294,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2016,2016,2016,531,10-Jun-18,10-Jun-18,spotted deer,-,32/IRV/NCDC
